14Z;H;20;EDPP _HARD                _000;REFERENCE DU HARD                                                                                   ;20030307
94Z;H;10;EDPP _SOFT                _000;REFERENCE DU SOFT                                                                                   ;20030307
24Z;A;3;EDPP _TYPE                _000;REFERENCE DU TYPE                                                                                   ;20030307
84Z;A;22;EDPP _DOTE                _000;REFERENCE DU DOTE                                                                                   ;20030307
34Z;H;20;EDPP _SOFT LIVRE          _000;REFERENCE SOFT LIVRE                                                                                ;20030307
74Z;A;8;EDPP _CLE                 _000;CLE APPLICATIVE                                                                                     ;20030307
14L;H;20;EMF  _HARD                _000;REFERENCE DU HARD                                                                                   ;20020705
94L;H;10;EMF  _SOFT                _000;REFERENCE DU SOFT                                                                                   ;20020705
24L;A;3;EMF  _TYPE                _000;REFERENCE DU TYPE                                                                                   ;20020705
84L;A;22;EMF  _DOTE                _000;REFERENCE DU DOTE                                                                                   ;20020705
34L;H;20;EMF  _SOFT LIVRE          _000;REFERENCE SOFT LIVRE                                                                                ;20020705
74L;A;8;EMF  _CLE                 _000;CLE APPLICATIVE                                                                                     ;20020705
11W;H;20;ESV G_HARD                _000;REFERENCE DU HARD                                                                                   ;20090604
91W;H;10;ESV G_SOFT                _000;REFERENCE DU SOFT                                                                                   ;20090604
21W;A;3;ESV G_TYPE                _000;REFERENCE DU TYPE                                                                                   ;20090604
81W;A;22;ESV G_DOTE                _000;REFERENCE DU DOTE                                                                                   ;20090604
31W;H;20;ESV G_SOFT LIVRE          _000;REFERENCE SOFT LIVRE                                                                                ;20090604
71W;A;8;ESV G_CLE                 _000;CLE APPLICATIVE                                                                                     ;20090604
11V;H;20;ESV P_HARD                _000;REFERENCE DU HARD                                                                                   ;20090604
91V;H;10;ESV P_SOFT                _000;REFERENCE DU SOFT                                                                                   ;20090604
21V;A;3;ESV P_TYPE                _000;REFERENCE DU TYPE                                                                                   ;20090604
81V;A;22;ESV P_DOTE                _000;REFERENCE DU DOTE                                                                                   ;20090604
31V;H;20;ESV P_SOFT LIVRE          _000;REFERENCE SOFT LIVRE                                                                                ;20090604
71V;A;8;ESV P_CLE                 _000;CLE APPLICATIVE                                                                                     ;20090604
19Z;H;20;FMUX _HARD                _000;REFERENCE DU HARD                                                                                   ;20070702
99Z;H;10;FMUX _SOFT                _000;REFERENCE DU SOFT                                                                                   ;20070702
29Z;A;3;FMUX _TYPE                _000;REFERENCE DU TYPE                                                                                   ;20070702
89Z;A;22;FMUX _DOTE                _000;REFERENCE DU DOTE                                                                                   ;20070702
39Z;H;20;FMUX _SOFT LIVRE          _000;REFERENCE SOFT LIVRE                                                                                ;20070702
79Z;A;8;FMUX _CLE                 _000;CLE APPLICATIVE                                                                                     ;20070702
14P;H;20;FREIN_HARD                _000;REFERENCE DU HARD                                                                                   ;20020705
94P;H;10;FREIN_SOFT                _000;REFERENCE DU SOFT                                                                                   ;20020705
24P;A;3;FREIN_TYPE                _000;REFERENCE DU TYPE                                                                                   ;20020705
84P;A;22;FREIN_DOTE                _000;REFERENCE DU DOTE                                                                                   ;20020705
34P;H;20;FREIN_SOFT LIVRE          _000;REFERENCE SOFT LIVRE                                                                                ;20020705
74P;A;8;FREIN_CLE                 _000;CLE APPLICATIVE                                                                                     ;20020705
18K;H;20;FSE  _HARD                _000;REFERENCE DU HARD                                                                                   ;20031203
98K;H;10;FSE  _SOFT                _000;REFERENCE DU SOFT                                                                                   ;20031203
28K;A;3;FSE  _TYPE                _000;REFERENCE DU TYPE                                                                                   ;20031203
88K;A;22;FSE  _DOTE                _000;REFERENCE DU DOTE                                                                                   ;20031203
38K;H;20;FSE  _SOFT LIVRE          _000;REFERENCE SOFT LIVRE                                                                                ;20031203
78K;A;8;FSE  _CLE                 _000;CLE APPLICATIVE                                                                                     ;20031203
16U;H;20;GEP  _HARD                _000;REFERENCE DU HARD                                                                                   ;20020719
96U;H;10;GEP  _SOFT                _000;REFERENCE DU SOFT                                                                                   ;20020719
26U;A;3;GEP  _TYPE                _000;REFERENCE DU TYPE                                                                                   ;20020719
86U;A;22;GEP  _DOTE                _000;REFERENCE DU DOTE                                                                                   ;20020719
36U;H;20;GEP  _SOFT LIVRE          _000;REFERENCE SOFT LIVRE                                                                                ;20020719
76U;A;8;GEP  _CLE                 _000;CLE APPLICATIVE                                                                                     ;20020719
12A;H;20;HCU2 _HARD                _000;REFERENCE DU HARD                                                                                   ;20091102
92A;H;10;HCU2 _SOFT                _000;REFERENCE DU SOFT                                                                                   ;20091102
22A;A;3;HCU2 _TYPE                _000;REFERENCE DU TYPE                                                                                   ;20091102
82A;A;22;HCU2 _DOTE                _000;REFERENCE DU DOTE                                                                                   ;20091102
32A;H;20;HCU2 _SOFT LIVRE          _000;REFERENCE SOFT LIVRE                                                                                ;20091102
72A;A;8;HCU2 _CLE                 _000;CLE APPLICATIVE                                                                                     ;20091102
16P;H;20;HDC  _HARD                _000;REFERENCE DU HARD                                                                                   ;20030307
96P;H;10;HDC  _SOFT                _000;REFERENCE DU SOFT                                                                                   ;20030307
26P;A;3;HDC  _TYPE                _000;REFERENCE DU TYPE                                                                                   ;20030307
86P;A;22;HDC  _DOTE                _000;REFERENCE DU DOTE                                                                                   ;20030307
36P;H;20;HDC  _SOFT LIVRE          _000;REFERENCE SOFT LIVRE                                                                                ;20030307
76P;A;8;HDC  _CLE                 _000;CLE APPLICATIVE                                                                                     ;20030307
11R;H;20;HORL _HARD                _000;REFERENCE DU HARD                                                                                   ;20090604
91R;H;10;HORL _SOFT                _000;REFERENCE DU SOFT                                                                                   ;20090604
21R;A;3;HORL _TYPE                _000;REFERENCE DU TYPE                                                                                   ;20090604
81R;A;22;HORL _DOTE                _000;REFERENCE DU DOTE                                                                                   ;20090604
31R;H;20;HORL _SOFT LIVRE          _000;REFERENCE SOFT LIVRE                                                                                ;20090604
71R;A;8;HORL _CLE                 _000;CLE APPLICATIVE                                                                                     ;20090604
16W;H;20;KML  _HARD                _000;REFERENCE DU HARD                                                                                   ;20030124
96W;H;10;KML  _SOFT                _000;REFERENCE DU SOFT                                                                                   ;20030124
26W;A;3;KML  _TYPE                _000;REFERENCE DU TYPE                                                                                   ;20030124
86W;A;22;KML  _DOTE                _000;REFERENCE DU DOTE                                                                                   ;20030124
36W;H;20;KML  _SOFT LIVRE          _000;REFERENCE SOFT LIVRE                                                                                ;20030124
76W;A;8;KML  _CLE                 _000;CLE APPLICATIVE                                                                                     ;20030124
14Q;H;20;LCE  _HARD                _000;REFERENCE DU HARD                                                                                   ;20090529
94Q;H;10;LCE  _SOFT                _000;REFERENCE DU SOFT                                                                                   ;20090529
24Q;A;3;LCE  _TYPE                _000;REFERENCE DU TYPE                                                                                   ;20090529
84Q;A;22;LCE  _DOTE                _000;REFERENCE DU DOTE                                                                                   ;20090529
34Q;H;20;LCE  _SOFT LIVRE          _000;REFERENCE SOFT LIVRE                                                                                ;20090529
74Q;A;8;LCE  _CLE                 _000;CLE APPLICATIVE                                                                                     ;20090529
19V;H;20;LVARD_HARD                _000;REFERENCE DU HARD                                                                                   ;20061002
99V;H;10;LVARD_SOFT                _000;REFERENCE DU SOFT                                                                                   ;20061002
29V;A;3;LVARD_TYPE                _000;REFERENCE DU TYPE                                                                                   ;20061002
89V;A;22;LVARD_DOTE                _000;REFERENCE DU DOTE                                                                                   ;20061002
39V;H;20;LVARD_SOFT LIVRE          _000;REFERENCE SOFT LIVRE                                                                                ;20061002
79V;A;8;LVARD_CLE                 _000;CLE APPLICATIVE                                                                                     ;20061002
19W;H;20;LVARG_HARD                _000;REFERENCE DU HARD                                                                                   ;20061002
99W;H;10;LVARG_SOFT                _000;REFERENCE DU SOFT                                                                                   ;20061002
29W;A;3;LVARG_TYPE                _000;REFERENCE DU TYPE                                                                                   ;20061002
89W;A;22;LVARG_DOTE                _000;REFERENCE DU DOTE                                                                                   ;20061002
39W;H;20;LVARG_SOFT LIVRE          _000;REFERENCE SOFT LIVRE                                                                                ;20061002
79W;A;8;LVARG_CLE                 _000;CLE APPLICATIVE                                                                                     ;20061002
16N;H;20;MAE  _HARD                _000;REFERENCE DU HARD                                                                                   ;20040511
96N;H;10;MAE  _SOFT                _000;REFERENCE DU SOFT                                                                                   ;20040511
26N;A;3;MAE  _TYPE                _000;REFERENCE DU TYPE                                                                                   ;20040511
86N;A;22;MAE  _DOTE                _000;REFERENCE DU DOTE                                                                                   ;20040511
36N;H;20;MAE  _SOFT LIVRE          _000;REFERENCE SOFT LIVRE                                                                                ;20040511
76N;A;8;MAE  _CLE                 _000;CLE APPLICATIVE                                                                                     ;20040511
19Y;H;20;MATT _HARD                _000;REFERENCE DU HARD                                                                                   ;20070702
99Y;H;10;MATT _SOFT                _000;REFERENCE DU SOFT                                                                                   ;20070702
29Y;A;3;MATT _TYPE                _000;REFERENCE DU TYPE                                                                                   ;20070702
89Y;A;22;MATT _DOTE                _000;REFERENCE DU DOTE                                                                                   ;20070702
39Y;H;20;MATT _SOFT LIVRE          _000;REFERENCE SOFT LIVRE                                                                                ;20070702
79Y;A;8;MATT _CLE                 _000;CLE APPLICATIVE                                                                                     ;20070702
19X;H;20;MCM  _HARD                _000;REFERENCE DU HARD                                                                                   ;20070917
99X;H;10;MCM  _SOFT                _000;REFERENCE DU SOFT                                                                                   ;20070917
29X;A;3;MCM  _TYPE                _000;REFERENCE DU TYPE                                                                                   ;20070917
89X;A;22;MCM  _DOTE                _000;REFERENCE DU DOTE                                                                                   ;20070917
39X;H;20;MCM  _SOFT LIVRE          _000;REFERENCE SOFT LIVRE                                                                                ;20070917
79X;A;8;MCM  _CLE                 _000;CLE APPLICATIVE                                                                                     ;20070917
18V;H;20;MDPLC_HARD                _000;REFERENCE DU HARD                                                                                   ;20040914
98V;H;10;MDPLC_SOFT                _000;REFERENCE DU SOFT                                                                                   ;20040914
28V;A;3;MDPLC_TYPE                _000;REFERENCE DU TYPE                                                                                   ;20040914
88V;A;22;MDPLC_DOTE                _000;REFERENCE DU DOTE                                                                                   ;20040914
38V;H;20;MDPLC_SOFT LIVRE          _000;REFERENCE SOFT LIVRE                                                                                ;20040914
78V;A;8;MDPLC_CLE                 _000;CLE APPLICATIVE                                                                                     ;20040914
19H;H;20;MDS  _HARD                _000;REFERENCE DU HARD                                                                                   ;20060302
99H;H;10;MDS  _SOFT                _000;REFERENCE DU SOFT                                                                                   ;20060302
29H;A;3;MDS  _TYPE                _000;REFERENCE DU TYPE                                                                                   ;20060302
89H;A;22;MDS  _DOTE                _000;REFERENCE DU DOTE                                                                                   ;20060302
39H;H;20;MDS  _SOFT LIVRE          _000;REFERENCE SOFT LIVRE                                                                                ;20060302
79H;A;8;MDS  _CLE                 _000;CLE APPLICATIVE                                                                                     ;20060302
19P;H;20;MOTED_HARD                _000;REFERENCE DU HARD                                                                                   ;20060822
99P;H;10;MOTED_SOFT                _000;REFERENCE DU SOFT                                                                                   ;20060822
29P;A;3;MOTED_TYPE                _000;REFERENCE DU TYPE                                                                                   ;20060822
89P;A;22;MOTED_DOTE                _000;REFERENCE DU DOTE                                                                                   ;20060822
39P;H;20;MOTED_SOFT LIVRE          _000;REFERENCE SOFT LIVRE                                                                                ;20060822
79P;A;8;MOTED_CLE                 _000;CLE APPLICATIVE                                                                                     ;20060822
16T;H;20;MOTEV_HARD                _000;REFERENCE DU HARD                                                                                   ;20020705
96T;H;10;MOTEV_SOFT                _000;REFERENCE DU SOFT                                                                                   ;20020705
26T;A;3;MOTEV_TYPE                _000;REFERENCE DU TYPE                                                                                   ;20020705
86T;A;22;MOTEV_DOTE                _000;REFERENCE DU DOTE                                                                                   ;20020705
36T;H;20;MOTEV_SOFT LIVRE          _000;REFERENCE SOFT LIVRE                                                                                ;20020705
76T;A;8;MOTEV_CLE                 _000;CLE APPLICATIVE                                                                                     ;20020705
18P;H;20;MSB  _HARD                _000;REFERENCE DU HARD                                                                                   ;20090604
98P;H;10;MSB  _SOFT                _000;REFERENCE DU SOFT                                                                                   ;20090604
28P;A;3;MSB  _TYPE                _000;REFERENCE DU TYPE                                                                                   ;20090604
88P;A;22;MSB  _DOTE                _000;REFERENCE DU DOTE                                                                                   ;20090604
38P;H;20;MSB  _SOFT LIVRE          _000;REFERENCE SOFT LIVRE                                                                                ;20090604
78P;A;8;MSB  _CLE                 _000;CLE APPLICATIVE                                                                                     ;20090604
10Y;H;20;MTS  _HARD                _000;REFERENCE DU HARD                                                                                   ;20081215
90Y;H;10;MTS  _SOFT                _000;REFERENCE DU SOFT                                                                                   ;20081215
20Y;A;3;MTS  _TYPE                _000;REFERENCE DU TYPE                                                                                   ;20081215
80Y;A;22;MTS  _DOTE                _000;REFERENCE DU DOTE                                                                                   ;20081215
30Y;H;20;MTS  _SOFT LIVRE          _000;REFERENCE SOFT LIVRE                                                                                ;20081215
70Y;A;8;MTS  _CLE                 _000;CLE APPLICATIVE                                                                                     ;20081215
18L;H;20;NAV  _HARD                _000;REFERENCE DU HARD                                                                                   ;20090305
98L;H;10;NAV  _SOFT                _000;REFERENCE DU SOFT                                                                                   ;20090305
28L;A;3;NAV  _TYPE                _000;REFERENCE DU TYPE                                                                                   ;20090305
88L;A;22;NAV  _DOTE                _000;REFERENCE DU DOTE                                                                                   ;20090305
38L;H;20;NAV  _SOFT LIVRE          _000;REFERENCE SOFT LIVRE                                                                                ;20090305
78L;A;8;NAV  _CLE                 _000;CLE APPLICATIVE                                                                                     ;20090305
19R;H;20;NOMAD_HARD                _000;REFERENCE DU HARD                                                                                   ;20071217
99R;H;10;NOMAD_SOFT                _000;REFERENCE DU SOFT                                                                                   ;20071217
29R;A;3;NOMAD_TYPE                _000;REFERENCE DU TYPE                                                                                   ;20071217
89R;A;22;NOMAD_DOTE                _000;REFERENCE DU DOTE                                                                                   ;20071217
39R;H;20;NOMAD_SOFT LIVRE          _000;REFERENCE SOFT LIVRE                                                                                ;20071217
79R;A;8;NOMAD_CLE                 _000;CLE APPLICATIVE                                                                                     ;20071217
18X;H;20;PADGO_HARD                _000;REFERENCE DU HARD                                                                                   ;20040511
98X;H;10;PADGO_SOFT                _000;REFERENCE DU SOFT                                                                                   ;20040511
28X;A;3;PADGO_TYPE                _000;REFERENCE DU TYPE                                                                                   ;20040511
88X;A;22;PADGO_DOTE                _000;REFERENCE DU DOTE                                                                                   ;20040511
38X;H;20;PADGO_SOFT LIVRE          _000;REFERENCE SOFT LIVRE                                                                                ;20040511
78X;A;8;PADGO_CLE                 _000;CLE APPLICATIVE                                                                                     ;20040511
19T;H;20;PDPC _HARD                _000;REFERENCE DU HARD                                                                                   ;20061002
99T;H;10;PDPC _SOFT                _000;REFERENCE DU SOFT                                                                                   ;20061002
29T;A;3;PDPC _TYPE                _000;REFERENCE DU TYPE                                                                                   ;20061002
89T;A;22;PDPC _DOTE                _000;REFERENCE DU DOTE                                                                                   ;20061002
39T;H;20;PDPC _SOFT LIVRE          _000;REFERENCE SOFT LIVRE                                                                                ;20061002
79T;A;8;PDPC _CLE                 _000;CLE APPLICATIVE                                                                                     ;20061002
18M;H;20;PDS  _HARD                _000;REFERENCE DU HARD                                                                                   ;20040119
98M;H;10;PDS  _SOFT                _000;REFERENCE DU SOFT                                                                                   ;20040119
28M;A;3;PDS  _TYPE                _000;REFERENCE DU TYPE                                                                                   ;20040119
88M;A;22;PDS  _DOTE                _000;REFERENCE DU DOTE                                                                                   ;20040119
38M;H;20;PDS  _SOFT LIVRE          _000;REFERENCE SOFT LIVRE                                                                                ;20040119
78M;A;8;PDS  _CLE                 _000;CLE APPLICATIVE                                                                                     ;20040119
19C;H;20;PDSP _HARD                _000;REFERENCE DU HARD                                                                                   ;20050620
99C;H;10;PDSP _SOFT                _000;REFERENCE DU SOFT                                                                                   ;20050620
29C;A;3;PDSP _TYPE                _000;REFERENCE DU TYPE                                                                                   ;20050620
89C;A;22;PDSP _DOTE                _000;REFERENCE DU DOTE                                                                                   ;20050620
39C;H;20;PDSP _SOFT LIVRE          _000;REFERENCE SOFT LIVRE                                                                                ;20050620
79C;A;8;PDSP _CLE                 _000;CLE APPLICATIVE                                                                                     ;20050620
16V;H;20;PROJ _HARD                _000;REFERENCE DU HARD                                                                                   ;20021209
96V;H;10;PROJ _SOFT                _000;REFERENCE DU SOFT                                                                                   ;20021209
26V;A;3;PROJ _TYPE                _000;REFERENCE DU TYPE                                                                                   ;20021209
86V;A;22;PROJ _DOTE                _000;REFERENCE DU DOTE                                                                                   ;20021209
36V;H;20;PROJ _SOFT LIVRE          _000;REFERENCE SOFT LIVRE                                                                                ;20021209
76V;A;8;PROJ _CLE                 _000;CLE APPLICATIVE                                                                                     ;20021209
18R;H;20;PROJD_HARD                _000;REFERENCE DU HARD                                                                                   ;20030820
98R;H;10;PROJD_SOFT                _000;REFERENCE DU SOFT                                                                                   ;20030820
28R;A;3;PROJD_TYPE                _000;REFERENCE DU TYPE                                                                                   ;20030820
88R;A;22;PROJD_DOTE                _000;REFERENCE DU DOTE                                                                                   ;20030820
38R;H;20;PROJD_SOFT LIVRE          _000;REFERENCE SOFT LIVRE                                                                                ;20030820
78R;A;8;PROJD_CLE                 _000;CLE APPLICATIVE                                                                                     ;20030820
14F;H;20;RADIO_HARD                _000;REFERENCE DU HARD                                                                                   ;20020705
94F;H;10;RADIO_SOFT                _000;REFERENCE DU SOFT                                                                                   ;20020705
24F;A;3;RADIO_TYPE                _000;REFERENCE DU TYPE                                                                                   ;20020705
84F;A;22;RADIO_DOTE                _000;REFERENCE DU DOTE                                                                                   ;20020705
34F;H;20;RADIO_SOFT LIVRE          _000;REFERENCE SOFT LIVRE                                                                                ;20020705
74F;A;8;RADIO_CLE                 _000;CLE APPLICATIVE                                                                                     ;20020705
19D;H;20;RBCU _HARD                _000;REFERENCE DU HARD                                                                                   ;20050620
99D;H;10;RBCU _SOFT                _000;REFERENCE DU SOFT                                                                                   ;20050620
29D;A;3;RBCU _TYPE                _000;REFERENCE DU TYPE                                                                                   ;20050620
89D;A;22;RBCU _DOTE                _000;REFERENCE DU DOTE                                                                                   ;20050620
39D;H;20;RBCU _SOFT LIVRE          _000;REFERENCE SOFT LIVRE                                                                                ;20050620
79D;A;8;RBCU _CLE                 _000;CLE APPLICATIVE                                                                                     ;20050620
14M;H;20;RBG  _HARD                _000;REFERENCE DU HARD                                                                                   ;20060302
94M;H;10;RBG  _SOFT                _000;REFERENCE DU SOFT                                                                                   ;20060302
24M;A;3;RBG  _TYPE                _000;REFERENCE DU TYPE                                                                                   ;20060302
84M;A;22;RBG  _DOTE                _000;REFERENCE DU DOTE                                                                                   ;20060302
34M;H;20;RBG  _SOFT LIVRE          _000;REFERENCE SOFT LIVRE                                                                                ;20060302
74M;A;8;RBG  _CLE                 _000;CLE APPLICATIVE                                                                                     ;20060302
11P;H;20;RETIN_HARD                _000;REFERENCE DU HARD                                                                                   ;20080917
91P;H;10;RETIN_SOFT                _000;REFERENCE DU SOFT                                                                                   ;20080917
21P;A;3;RETIN_TYPE                _000;REFERENCE DU TYPE                                                                                   ;20080917
81P;A;22;RETIN_DOTE                _000;REFERENCE DU DOTE                                                                                   ;20080917
31P;H;20;RETIN_SOFT LIVRE          _000;REFERENCE SOFT LIVRE                                                                                ;20080917
71P;A;8;RETIN_CLE                 _000;CLE APPLICATIVE                                                                                     ;20080917
11D;H;20;SAM  _HARD                _000;REFERENCE DU HARD                                                                                   ;20070725
91D;H;10;SAM  _SOFT                _000;REFERENCE DU SOFT                                                                                   ;20070725
21D;A;3;SAM  _TYPE                _000;REFERENCE DU TYPE                                                                                   ;20070725
81D;A;22;SAM  _DOTE                _000;REFERENCE DU DOTE                                                                                   ;20070725
31D;H;20;SAM  _SOFT LIVRE          _000;REFERENCE SOFT LIVRE                                                                                ;20070725
71D;A;8;SAM  _CLE                 _000;CLE APPLICATIVE                                                                                     ;20070725
18N;H;20;SCTH _HARD                _000;REFERENCE DU HARD                                                                                   ;20090305
98N;H;10;SCTH _SOFT                _000;REFERENCE DU SOFT                                                                                   ;20090305
28N;A;3;SCTH _TYPE                _000;REFERENCE DU TYPE                                                                                   ;20090305
88N;A;22;SCTH _DOTE                _000;REFERENCE DU DOTE                                                                                   ;20090305
38N;H;20;SCTH _SOFT LIVRE          _000;REFERENCE SOFT LIVRE                                                                                ;20090305
78N;A;8;SCTH _CLE                 _000;CLE APPLICATIVE                                                                                     ;20090305
11U;H;20;SIR  _HARD                _000;REFERENCE DU HARD                                                                                   ;20090519
91U;H;10;SIR  _SOFT                _000;REFERENCE DU SOFT                                                                                   ;20090519
21U;A;3;SIR  _TYPE                _000;REFERENCE DU TYPE                                                                                   ;20090519
81U;A;22;SIR  _DOTE                _000;REFERENCE DU DOTE                                                                                   ;20090519
31U;H;20;SIR  _SOFT LIVRE          _000;REFERENCE SOFT LIVRE                                                                                ;20090519
71U;A;8;SIR  _CLE                 _000;CLE APPLICATIVE                                                                                     ;20090519
16Y;H;20;STL  _HARD                _000;REFERENCE DU HARD                                                                                   ;20030116
96Y;H;10;STL  _SOFT                _000;REFERENCE DU SOFT                                                                                   ;20030116
26Y;A;3;STL  _TYPE                _000;REFERENCE DU TYPE                                                                                   ;20030116
86Y;A;22;STL  _DOTE                _000;REFERENCE DU DOTE                                                                                   ;20030116
36Y;H;20;STL  _SOFT LIVRE          _000;REFERENCE SOFT LIVRE                                                                                ;20030116
76Y;A;8;STL  _CLE                 _000;CLE APPLICATIVE                                                                                     ;20030116
11B;H;20;TACHY_HARD                _000;REFERENCE DU HARD                                                                                   ;20090305
91B;H;10;TACHY_SOFT                _000;REFERENCE DU SOFT                                                                                   ;20090305
21B;A;3;TACHY_TYPE                _000;REFERENCE DU TYPE                                                                                   ;20090305
81B;A;22;TACHY_DOTE                _000;REFERENCE DU DOTE                                                                                   ;20090305
31B;H;20;TACHY_SOFT LIVRE          _000;REFERENCE SOFT LIVRE                                                                                ;20090305
71B;A;8;TACHY_CLE                 _000;CLE APPLICATIVE                                                                                     ;20090305
11J;H;20;TCARD_HARD                _000;REFERENCE DU HARD                                                                                   ;20071211
91J;H;10;TCARD_SOFT                _000;REFERENCE DU SOFT                                                                                   ;20071211
21J;A;3;TCARD_TYPE                _000;REFERENCE DU TYPE                                                                                   ;20071211
81J;A;22;TCARD_DOTE                _000;REFERENCE DU DOTE                                                                                   ;20071211
31J;H;20;TCARD_SOFT LIVRE          _000;REFERENCE SOFT LIVRE                                                                                ;20071211
71J;A;8;TCARD_CLE                 _000;CLE APPLICATIVE                                                                                     ;20071211
11K;H;20;TCARG_HARD                _000;REFERENCE DU HARD                                                                                   ;20071211
91K;H;10;TCARG_SOFT                _000;REFERENCE DU SOFT                                                                                   ;20071211
21K;A;3;TCARG_TYPE                _000;REFERENCE DU TYPE                                                                                   ;20071211
81K;A;22;TCARG_DOTE                _000;REFERENCE DU DOTE                                                                                   ;20071211
31K;H;20;TCARG_SOFT LIVRE          _000;REFERENCE SOFT LIVRE                                                                                ;20071211
71K;A;8;TCARG_CLE                 _000;CLE APPLICATIVE                                                                                     ;20071211
11G;H;20;TCAVC_HARD                _000;REFERENCE DU HARD                                                                                   ;20071211
91G;H;10;TCAVC_SOFT                _000;REFERENCE DU SOFT                                                                                   ;20071211
21G;A;3;TCAVC_TYPE                _000;REFERENCE DU TYPE                                                                                   ;20071211
81G;A;22;TCAVC_DOTE                _000;REFERENCE DU DOTE                                                                                   ;20071211
31G;H;20;TCAVC_SOFT LIVRE          _000;REFERENCE SOFT LIVRE                                                                                ;20071211
71G;A;8;TCAVC_CLE                 _000;CLE APPLICATIVE                                                                                     ;20071211
11H;H;20;TCAVP_HARD                _000;REFERENCE DU HARD                                                                                   ;20071211
91H;H;10;TCAVP_SOFT                _000;REFERENCE DU SOFT                                                                                   ;20071211
21H;A;3;TCAVP_TYPE                _000;REFERENCE DU TYPE                                                                                   ;20071211
81H;A;22;TCAVP_DOTE                _000;REFERENCE DU DOTE                                                                                   ;20071211
31H;H;20;TCAVP_SOFT LIVRE          _000;REFERENCE SOFT LIVRE                                                                                ;20071211
71H;A;8;TCAVP_CLE                 _000;CLE APPLICATIVE                                                                                     ;20071211
18Z;H;20;TNB  _HARD                _000;REFERENCE DU HARD                                                                                   ;20050321
98Z;H;10;TNB  _SOFT                _000;REFERENCE DU SOFT                                                                                   ;20050321
28Z;A;3;TNB  _TYPE                _000;REFERENCE DU TYPE                                                                                   ;20050321
88Z;A;22;TNB  _DOTE                _000;REFERENCE DU DOTE                                                                                   ;20050321
38Z;H;20;TNB  _SOFT LIVRE          _000;REFERENCE SOFT LIVRE                                                                                ;20050321
78Z;A;8;TNB  _CLE                 _000;CLE APPLICATIVE                                                                                     ;20050321
16C;H;20;TO   _HARD                _000;REFERENCE DU HARD                                                                                   ;20030307
96C;H;10;TO   _SOFT                _000;REFERENCE DU SOFT                                                                                   ;20030307
26C;A;3;TO   _TYPE                _000;REFERENCE DU TYPE                                                                                   ;20030307
86C;A;22;TO   _DOTE                _000;REFERENCE DU DOTE                                                                                   ;20030307
36C;H;20;TO   _SOFT LIVRE          _000;REFERENCE SOFT LIVRE                                                                                ;20030307
76C;A;8;TO   _CLE                 _000;CLE APPLICATIVE                                                                                     ;20030307
19M;H;20;TO2  _HARD                _000;REFERENCE DU HARD                                                                                   ;20071004
99M;H;10;TO2  _SOFT                _000;REFERENCE DU SOFT                                                                                   ;20071004
29M;A;3;TO2  _TYPE                _000;REFERENCE DU TYPE                                                                                   ;20071004
89M;A;22;TO2  _DOTE                _000;REFERENCE DU DOTE                                                                                   ;20071004
39M;H;20;TO2  _SOFT LIVRE          _000;REFERENCE SOFT LIVRE                                                                                ;20071004
79M;A;8;TO2  _CLE                 _000;CLE APPLICATIVE                                                                                     ;20071004
19N;H;20;TO3  _HARD                _000;REFERENCE DU HARD                                                                                   ;20071004
99N;H;10;TO3  _SOFT                _000;REFERENCE DU SOFT                                                                                   ;20071004
29N;A;3;TO3  _TYPE                _000;REFERENCE DU TYPE                                                                                   ;20071004
89N;A;22;TO3  _DOTE                _000;REFERENCE DU DOTE                                                                                   ;20071004
39N;H;20;TO3  _SOFT LIVRE          _000;REFERENCE SOFT LIVRE                                                                                ;20071004
79N;A;8;TO3  _CLE                 _000;CLE APPLICATIVE                                                                                     ;20071004
11M;H;20;VCCSR_HARD                _000;REFERENCE DU HARD                                                                                   ;20080401
91M;H;10;VCCSR_SOFT                _000;REFERENCE DU SOFT                                                                                   ;20080401
21M;A;3;VCCSR_TYPE                _000;REFERENCE DU TYPE                                                                                   ;20080401
81M;A;22;VCCSR_DOTE                _000;REFERENCE DU DOTE                                                                                   ;20080401
31M;H;20;VCCSR_SOFT LIVRE          _000;REFERENCE SOFT LIVRE                                                                                ;20080401
71M;A;8;VCCSR_CLE                 _000;CLE APPLICATIVE                                                                                     ;20080401
19E;H;20;VELUM_HARD                _000;REFERENCE DU HARD                                                                                   ;20050620
